id,text,labels
you000834,"Thật sự cảm ơn những kiến thức và trải nghiệm mà anh chia sẻ, những video giá trị này  giúp em có động lực, thay đổi tư duy của mình và có góc nhìn tích cực hơn về cuộc sống &lt;3","[9, 5]"
723,per đây mí chính là cụ tổ của những chiếc sừng này,[13]
4434,kẻ ô điểm lời phê :((,"[20, 21]"
6056,cách anh ấy chạy thật là đàng ông quá đi mà 😂😂,"[2, 0]"
5147,per nhớ quá trời nhớ luôn nè,"[3, 21]"
11271,Tiin.vn méo hiểu sao không thấy cháu đi học cô cũng k gọi về nhà hỏi thăm.,"[25, 15, 21]"
tik012918,thật sự để mà nói con đường nào cũng có chông gai chỉ là ta tiếp nhận được nó hay không vững vàng trên con đường đó hay không cứ cố gắng nếu không hái được quả ngọt mong bạn vẫn sẽ cố gắng tiếp tục,"[5, 6]"
28109,"Thư Trần mình chx thấy ai retard joke xhtd về cô ấy. Mình thấy đa số là retard joke về 3-5 lần thôi, nếu có thì tôi xin từ chối nhận đấy là loài người nha bạn. Loại đấy thì tốt nhất bạn đẩy xuống dưới loài chó là loài homo retard joke nha :))).
2. Bạn đi bênh cô ny lm cái gì :))) ảnh hưởng đến bát cơm nhà bạn à, đây là người ta nói với top cmt về cô kia mà :))) (theo cái văn logic của bạn). Còn về vấn đề retard joke thì tôi nói r, 2 vấn đề khác nhau, tôi khuyên bạn ko nên gộp làm một","[25, 24]"
you001710,2022 thank nha,[9]
18534,NT Thúy Nguyệt thì mình đã bảo là reup lại phải che hoặc làm mờ đi còn j,"[25, 26]"
3195,nó còn kể với bạn nó .. bạn nó cũng là bạn mình,"[27, 0]"
24003,"Nhân Nguyễn vậy khi nhà mày có tan có chuyện buồn mày cũng phải cười nha :)))) kể cả khi mặt mày bị ghệ bỏ hay mất ịa cũng phải cười nha 

Không thôi sợ cười của cải nhà mày bị ăn hết đó :))) ","[0, 25]"
812,nhỏ nhặt nhưng ý nghĩa và hạnh phúc 😊,"[2, 9, 5]"
337,per xem xong hình như tao mới bị thêm bệnh tiểu đường,"[17, 20, 21]"
19415,Trời ơi. Tôi đọc bài viết này mà tôi hình dung ra bạn phải chịu nỗi đau thật sự rất khủng khiếp trong cuộc đời. Thương bạn!,"[6, 21, 22]"
32501,Triệu Quyến giống mình ko hiểu gì luôn,"[15, 25]"
17315,"K liên quan nhma sao bạn này dz quá z, xin info nha","[4, 14, 8]"
you002994,Not dislike👌,"[27, 11]"
25702,Tử Hà Tiên Tử cs cai trị thì làm sao dân VN mình khôn ra đc. muôn đời vẫn là đãng ỡ trên đầu,"[24, 25]"
29323,"Lại sỹ gái rồi, xong lại đóng hòm hết kkkkk",[0]
23836,may quá tôi lại biết từ năm tôi 21 tuổi 😀,[2]
6662,"kéo bấc mòn cả tay , ma nghĩ lai thấy nhớ thời đó nhỉ 😂😂😂","[0, 2]"
5015,"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết","[24, 23]"
6007,boss có bộ đồ ngủ đĩ thõa ghê gớm 😅,"[0, 23, 25]"
you002361,Em cảm ơn ❤️,"[3, 9]"
29313,Vũ Đại Hải vào hóng hớt đường phố mà xem ai sai nhé rồi bênh,"[14, 25]"
tik001500,Nghe đau lòng quá🥰🥲🥲,"[21, 22]"
2598,sau vụ 200k thì vụ 5tr này có nội dung hài hước y hịt :)))),[0]
5259,mày cút,"[24, 25]"
tik005608,Mơ là vậy tình rồi là khác 😍😍😍😳😳😳😳😂😂😂😂😅😅😅,"[1, 4, 19]"
3578,anh đánh mất thật rồi,"[18, 21]"
tik017574,ko phải do bạn xấu chỉ là do bạn không tự tin mà thôi..,"[5, 6]"
tik017472,combo da ngâm+răng vàng:((nhưng tớ luôn tự tin nèee,[5]
tik021809,Chớ còn sao nói vs người không cùng tần số Im Lặng là Vàng ☺️,"[11, 2]"
944,nhìn ma tiếc từng hạt trân châu,"[20, 21, 22]"
5202,huhu nó bị điên à ?,"[15, 13]"
1910,"per sợ chưa , ông bác hơi bị cứng nhé :))))","[0, 13]"
tik003160,họ mời mình thì mình nên ăn cùng họ dù là món gì đi nữa. xong mới ra ngồi nc vậy mình thấy hợp lí hơn,[26]
thr000194,"tìm không khó, thấy không là chuyện khác",[12]
249,má cười ỉa luônn,[0]
tik012385,nếu được chọn lại em sẽ ko bắt đầu,[18]
you005767,Giang cho anh hỏi em có ở Sài Gòn ko Giang.  Hôm nào rảnh cho anh mời em cốc cafe 😊,"[4, 14]"
tik013460,Quay đầu bình thường,[27]
2616,chưa hoàn thiện hết đâu .,[27]
tik022583,@99% @halinh yessirrrr chính là nó,"[11, 1]"
tik012288,mình đã và đang trả giá rồi nhưng mình sẽ không kêu ka hay than vãn gì cả chỉ mong rằng người đó có thể nguôi ngoai và quên đi những chuyện đã qua bớt đau khổ và đừng nghĩ đến câu chuyện đó nữa .,[18]
23417,Không ngờ luôn…,[13]
you001291,Em cảm ơn thầy rất nhiều ạ!,[9]
you002651,"Cảm ơn chị Giang, em đang vùi mình trong tiêu cực đây..bây giờ em đang ngồi ngoài vỉa hè uống trà sữa ăn cá viên chiên nghe video của chị 😤","[9, 21]"
13806,Mạnh Hùngg thằng này hnao ném hộp sữa vào đầu cơ,"[24, 23]"
28036,"Lập blog này ra đừng ai nhận ra toi . chuẩn. Giật tít cho cố vô r mấy th ko thèm đọc bài vô cmt khiếm nhã vl. Tội e gái trong bài, nó như kiểu bị ảnh hưởng tâm lý nên mới v chứ có phải trò đùa đâu","[21, 25]"
red000142,biết thế ngày xưa mua bitcoin 💀,[18]
tik018173,k dám ngủ trong lớp vì sợ xấu;))),"[19, 17]"
491,cưng ghê ❤️,[3]
2636,"haha con hãm bán nước hoa fake mà kêu real , bị tao vạch mặt rồi block tao","[23, 26]"
30907,Chim khôn kêu tiếng rảnh rang,[27]
4286,chỉ còn lại tro tàn,"[21, 22]"
x001421,"@nangoc84 Mọi thứ đã qua rồi, chỉ còn tiếc nuối chứ làm được gì.  Hi",[18]
tik012195,Anh ấy mất khi 35 tuổi tôi dành tất cả để cứu anh ấy mà chẳng được . tôi đau đớn tôi dành vặt mọi thứ,"[22, 21, 18]"
3848,"per chị mày đánh lộn từ đầu làng đến cuối xóm thì cần chi bọn con trai , nhưng nhìn bọn nó dễ thương hén","[0, 2, 8, 1]"
x001327,@ChjyMigE Gái mường xinh quá,[8]
2812,per thuê kiểm kê tài sản do toà án làm bạn ơi . 😂 cả 1 nùi người làm cật lực đấy .,"[0, 2]"
24828,Tình thương vượt lên tất cả,"[3, 5]"
you001951,Gửi đến bản thân trong 2 tháng nữa: Đã hết buồn chưa cô gái ơi?,[14]
26578,Hồ Phi Hổ uây idol hổng chơi tịt tọt nữa gòi 😞,"[20, 21]"
12514,"Nguyễn Thị Hồng ví dụ gần đây 2 học sinh đi tự tử , còn viết thư tuyệt mệnh nữa","[16, 21, 22]"
19729,10đ cho anh grab🫰🏻,[9]
tik013367,30 tuổi đúng là sợ thật sự . giờ 31 đang gánh hậu quả,"[16, 21, 17]"
tik018634,"sao phải ngại chời mình cứ là chính mình thôi v đã là hoàn hảo lắm r, ko j phải tự ti hết",[5]
tik002979,2 bạn này dt gì nhỉ?,[14]
you003180,Tình trạng của mình rất giống video. Sợ môn thể dục vì sợ bản thân làm không được sợ mọi người nhìn chê cười bị xấu hổ. Vì tự ti về ngoại hình,"[16, 17, 19]"
4436,mắt còn xanh như bé không anh ??,"[14, 0]"
6342,tình yêu lớn lên sẽ mang người con gái ta yêu thành gia đình . family is all,"[3, 5, 2]"
6172,per b trà ơi . năm nay là pải mạnh dạn và bất chấp nhé 🤣🤣🤣,"[0, 1]"
31770,Tam Tran a thì hay r. Đc đá wc méo bao giờ âu mà nói như đr,"[20, 25]"
tik011511,Phải chi lúc đấy cố nốt c3 thì bh lương chục củ🥺,"[18, 21, 20]"
3073,2 năm rồi và đã kết thúc rồi,"[20, 21, 22]"
32931,"Minh Phương bố giỏi, mẹ giỏi, thì gần như con đẻ ra cũng có tài. con đẻ ra ít nhiều cũng thông minh sẵn + thêm dạy bảo nữa thì ko giỏi hơi phí nhỉ.","[7, 8, 5]"
4430,đm main mới hay quá đi,"[0, 1]"
you000638,"Em hiện tại 23 tuổi, vẫn chưa biết mình là ai và tâm ko tĩnh chút nào. Nhưng mỗi khi xem video của anh, em lại dần tìm dc bản thân hơn một chút. Cảm giác như cuộc sống vẫn còn rất nhiều lời bỏ ngỏ, sẽ luôn có ánh sáng nơi cuối con đường (hoặc là ở giữa đường luôn) ^^ Cảm ơn anh nhiều vì những video như thế này, em không comment youtube baoh mà anh bảo thấy vui khi đọc comment nên là em làm :))","[9, 5]"
tik017027,"đúng vậy tự ti , nhưng hãy thử khắc phục khuyết điểm đó","[11, 5, 6]"
16725,Kể cái chết của Glen là tui cũng bớt hứng xem :))),"[0, 20, 21]"
13187,Trịnh Bảo Ngọc k xem cũng biết win r,[1]
5322,"công ăn việc làm còn chưa ổn định , bố mẹ già còn chưa lo được thì kết hôn để làm gì 😪","[17, 20, 21]"
1965,cũng có nơi gia đình khá giả mới có nó !,"[26, 27]"
31056,"Hạ Trắng Vậy nuôi chó có quyền thả chạy điên ngoài đường à, bất cẩn là sao đang chạy nó ban ra né kịp à. Vậy nuôi chó để nó gây tai nạn khiến người khác thương tật mất khả năng lao động thì nghiệp ác của chủ hay chó. Chó ko có khả năng chịu trách nhiệm thì dẹp bớt, giảm nguy cơ cho người khác. Bạn cứ mạnh miệng vào và nhớ những gì mình đã nói, Tong chó bị thương là do con người bất cẩn nha","[24, 25, 26]"
18964,cảm thấy rất thực tế để khuyen dạy,[11]
6810,"đây là chỗ mấy đứa bây khoe khoang yêu đương đấy à , biết gió mùa về rồi không ??","[25, 26]"
17305,Đông Tà tối về khám phá xem trong cặp có j,"[14, 1, 4]"
tik003372,em lên lai em giúp đỡ người đồng bào đi em,[4]
22014,"Phan Ngọc Hải thì thằng chồng hắn điện nói đưa tiền sấy máy thôi, hư máy là do chủ lap chứ k phải do con ổng đó 
Đọc kiểu j z tr","[25, 24]"
13149,Ai cho mượn 1 cái ôm được không💔,"[4, 21]"
you002425,"Em rất thích cách nói của chị, ngắn gọn mà sâu sắc. Cảm ơn những chia sẻ của chị, em sẽ thay đổi để trở nên tích cực hơn. ♡♡♡","[5, 8, 9]"
4591,loại cửa đó :))) cái khung sắt cứng không tả nổi . đen lắm bung cả cửa ra thôi .,"[20, 25]"
tik001765,cho mình địa chỉ mình gởi chị rất nhiều đồ đẹp và sẽ gởi thường xuyên cho chị.thương chị,"[3, 6]"
16674,Kết câu cuối lắm nha. :))₫,"[0, 11, 2]"
4808,per viêm màn túi cấp nghiêm trọng,"[16, 21]"
11268,"Nếu như giáo viên thấy học sinh vắng ,gọi cho gđ thì ko có sự việc đau lòng như này.","[20, 21]"
you000799,Ngồi chờ anh ra video mà lâu quá 😂 lần nào xem cũng nhận được năng lượng tích cực và tràn đầy tâm huyết của anh❤,"[1, 5]"
5664,khổ thân các cháu,"[21, 22]"
2238,per mệt quá mấy con ơi,"[21, 25]"
1833,chợt nhớ câu hát ông bà anh yêu nhau thời chưa có xe hơi ...,[2]
6859,tội cho cô gái ;((,"[21, 22, 20]"
you002484,"E sắp thi ĐH r mà đang chán nản ,mông lung ,lo sợ quá","[20, 16, 17]"
4102,bà nuốt quả chuối tao cười tao ẻ,[0]
tik005451,Má ơi 🤔🤔,[15]
x000276,@TvNhinhi Đúng là thường thì chúng ta cứ mải nhìn về cánh cửa đã đóng mà k để ý rằng có một cánh cửa khác đang mở ra.,"[5, 12]"
17293,Đức Trần vc bạn so người trưởng thành với học sinh :)),[25]
you005709,Từ từ để cái não 2G loag cái đã😑,"[15, 25]"
tik004887,mô phật anh chị ở đâu dạ anh,[14]
1456,bản thân quá hạnh phúc khi trong cs này rất . rất nhiều người mơ ước được như mình hiện tại . 😊😊😊,"[2, 7]"
tik019235,Nói nhiều mệt 🥰,"[3, 10]"
tik005135,nên chia sẻ rộng rãi cho bác tô Lâm thấy,"[11, 6]"
2742,tự dưng cụt con mẹ nó 1 tay trong 66 năm 😂 chả để làm đéo gì . nhìn bẩn bựa vkl 😂,[0]
30456,Cụ mãi đỉnh ☝🏻☝🏻☝🏻,"[8, 7]"
you002140,"Ba mẹ em như đách người ta , chèn ép em vào đường cùng và kỳ thị em , bắt em làm việc cực lực em ước sẽ mạnh mẽ thông minh như chị","[20, 22, 4, 25]"
you001818,"Chị nói đúng quá 😗. Trc khi xem vid của chị , mỗi khi cáu giận 1 cái gì đó việc đầu tiên em làm là uống 1 cốc nước thật lớn nó thật sự giúp mk giảm bớt những thứ suy nghĩ tích cực ❤","[11, 9, 10, 3, 2]"
33701,Bùi Ngọc Huyền tào lao,[25]
tik017430,tuy ko đẹp nhưng t đc cái trời phú cho cái giọng hát cũng như c,[7]
1253,"giờ bà già lắm rồi , nhổ sợ hết tóc , nghĩ tao lại thấy buồn quá 😞😞",[21]
6562,"thuyết âm mưu . nó đang muốn nhờ vả đấy , không nhờ được thì nó vả","[2, 0]"
6244,tam đảo trời đẹp các mem à,"[2, 8, 13]"
tik021744,Đang trên đường! ྀི,[1]
2374,"từ hành động và lời nói của tụi nhỏ này không biết nên trách ai bây giờ ,, thối nát một thế hệ",[23]
you003081,Anh ơi anh có clip nào truyền động lực không ạ tại em kiểu như mà em bị overthingking mà em bị dồn nén nhiều cảm xúc nên e lại rất tin các bạn cùng lớp rồi e kể những điểm yếu chia sẻ sở thích của e sau này bạn ấy lại kể tất cả điểm yêu của e cho các bạn khác e nên làm j ạ ?,"[15, 4, 21, 20]"
295,oaaaaaaa ...... thực sự rất tạo động lực và niềm tin cho người khác đó < 3 rất thích nụ cười và sự thoải mái tự tin của anh chị < 3,"[2, 3, 8]"
you000211,5 lần Đại Việt chiến thắng đế quốc Khmer quả là đáng tự hào ❤❤❤,[7]
5814,đm rơi mẹ điện thoại xuống đất 🙃,"[24, 25]"
tik022971,tự hào người Việt Nam,[7]
you000256,Đại Việt cùng thời chỉ coi các quốc gia lân bang (trừ Trung Quốc) là man di mọi rợ thôi.,[23]
tik017888,big fact..,"[12, 11]"
6213,hay lắm cậu bé,"[2, 8]"
19288,"Sáng nay mình đi kiểm tra lại ở từ dũ , kết quả đây mn ạ 🙃🙃🙃 
Mình xin phép che thông tin cá nhân để tránh phiền phức không đáng có ! Mong mn thông cảm và cùng đồng hành cùng mình
Mong mn cùng Like đẩy cmt lên top ạ","[4, 5, 17, 1]"
29701,ae tránh ra để tôi cọc 6 cái cho cả gia đình,"[24, 25]"
691,bep này vào binh dương dùng xuất,[27]
tik016375,"ngại nhất là khi nch mà ngta nhìn vào mắt mik, t luôn né tránh nó","[17, 19]"
tik011758,Chưa từng hối hận bất cứng đều gì chuyện gì củng đều có lý do cả,[27]
tik011684,tôi bảo cô ấy đi khi tôi còn khổ đến lúc hết khổ thì cô ấy đã có người mới mất r,"[20, 21]"
tik013592,đến việc đi uống nước hay j đó trên lớp t cx ko dám xin=(,"[19, 21]"
1598,đm nhà bà . con gái người ta nuôi lớn không báo đáp được gì đã về làm dâu nhà bà . nó lấy chồng chứ có làm giúp việc cho nhà bà đâu mà hành hạ nó thế .,"[24, 25]"
1041,"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự","[2, 10, 0, 6]"
3417,"bữa tao coi cái video này nhưng nó ghép nhạc bựa vãi ... mỗi lần mỗi anh té là first blood , double kill ,... các kiểu =))))",[0]
tik019201,đung v,[11]
3164,"học xong cấp 3 , ngoài mừng vì được thoát khỏi đó thì không hề có lưu luyến 1 chút nào :))))))","[1, 2, 5]"
1859,có đứa nào hồi bé không biết nấu còn tranh làm rồi quên không đổ nước như tao không :))),"[0, 19]"
2243,phải có bao nhiêu tình cảm mới có thể viết ra được những dòng này ...,"[3, 8, 21]"
14808,"Làm chủ .mà ăn trên đầu trên cổ người ta quen rồi 
Con mày ra đường cũng có ngày bị họ xù lương y như vậy","[24, 25]"
6679,con gái không phải là người tham tiền tham trai đẹp tham này nọ đâu nhé ... chẳng qua họ cần tìm chỗ dựa thôi .,"[25, 26]"
5264,"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua","[2, 7, 1]"
x001088,@Gocnhocuabo Thưởng thức bài thuyết trình và câu chuyện của bạn được thực hiện tốt.,"[8, 11]"
tik017180,"mặt đầy mụn
luôn tự ti về ngoại hình...","[21, 19]"
23091,Nguyễn Diệu Ly vậy t sẽ đặt tên con là tên ngyc để mỗi lần nó hư t đánh đít giống như đang đấm thằng ml nyc 😊,"[0, 25]"
13122,Suy...😭,[21]
6553,thế là đầu khấc mất vợ tương lai,"[20, 21, 22]"
